hispanic_pop_1,trump_approval,pid,pid_TEXT,gender
14,5,1,,2
66,5,1,,2
25,5,1,,2
37,4,3,,2
20,5,1,,2
59,5,1,,2
19,1,3,,2
39,5,1,,2
10,5,3,,2
13,5,1,,2
5,5,1,,2
18,5,1,,2
13,5,3,,1
1,5,1,,2
82,5,1,,2
15,2,2,,2
19,5,3,,2
36,4,2,,2
5,5,1,,2
10,5,1,,2
30,5,1,,2
25,5,1,,2
20,5,1,,2
13,5,1,,1
7,5,1,,1
28,5,1,,2
85,5,3,,1
40,3,3,,1
15,5,1,,2
46,4,3,,1
24,5,1,,1
7,5,1,,1
26,5,1,,2
29,5,1,,2
15,4,,,1
45,4,3,,1
85,5,1,,2
26,5,1,,2
10,5,1,,2
14,5,1,,1
4,4,1,,1
13,5,3,,1
24,5,1,,2
4,5,4,Socialist,2
10,4,1,,2
36,4,3,,2
20,5,1,,1
34,3,1,,2
11,5,1,,2
15,5,1,,1
10,5,2,,2
6,3,2,,1
25,4,3,,1
35,5,1,,2
23,5,1,,2
35,5,3,,2
10,5,3,,1
5,5,1,,2
35,2,3,,2
87,5,1,,2
70,1,2,,1
54,3,3,,2
30,4,1,,2
20,5,1,,2
55,1,2,,1
55,1,2,,1
41,3,3,,2
17,5,1,,1
30,1,2,,1
30,2,2,,1
69,4,1,,1
8,1,2,,2
35,5,1,,2
20,4,2,,2
64,5,1,,2
10,5,3,,2
25,2,2,,2
51,5,3,,2
65,5,3,,1
45,2,3,,2
10,1,2,,2
5,5,1,,2
55,4,3,,2
8,5,1,,2
36,4,3,,2
36,5,1,,2
38,4,3,,2
50,4,3,,2
10,5,1,,1
25,5,4,Democratic Socialist Party,3
11,5,1,,2
27,5,1,,2
4,5,1,,2
14,5,1,,1
33,5,1,,1
45,5,1,,2
21,5,3,,1
34,3,3,,2
35,2,2,,2
,,,,
11,5,4,"not necessarily an anarchist, but hold some of their values.",2
34,3,3,,1
15,4,3,,1
20,3,4,Libertarian ,1
40,3,1,,1
5,4,3,,1
10,5,1,,1
40,4,3,,1
15,4,4,Green Party,2
30,5,1,,2
40,5,1,,1
41,5,1,,2
2,4,1,,2
0,4,1,,1
27,5,1,,2
61,5,1,,2
1,5,4,Independent,1
51,5,1,,1
13,,3,,1
6,4,4,Libertarian,2
43,4,3,,1
66,5,1,,2
44,5,1,,2
40,5,4,&gt;.&gt; green party,3
11,5,1,,1
32,5,4,Independent ,2
21,5,1,,2
70,5,1,,1
20,5,3,,2
17,5,1,,2
60,5,3,,2
25,5,1,,2
34,5,1,,2
54,5,1,,2
15,4,1,,2
34,5,1,,2
57,5,1,,2
40,5,3,,2
55,2,2,,2
42,5,1,,1
10,5,1,,2
5,5,1,,2
25,5,1,,2
25,5,1,,2
46,5,1,,2
20,4,1,,2
70,4,3,,2
70,5,1,,2
40,5,1,,2
34,5,1,,2
13,2,2,,1
26,5,1,,2
46,5,1,,2
16,5,3,,2
85,5,1,,2
80,5,3,,2
41,5,3,,2
13,5,1,,2
20,5,1,,2
45,5,1,,2
25,5,1,,2
50,5,1,,2
,2,1,,1
40,3,3,,1
27,5,1,,2
44,4,1,,1
25,4,1,,1
20,4,3,,2
66,5,1,,2
17,5,1,,2
49,5,3,,1
12,5,4,Independent,2
34,5,3,,3
10,4,1,,2
25,5,1,,1
21,5,3,,1
25,2,2,,1
15,4,2,,1
40,5,1,,1
75,5,1,,1
100,4,2,,2
32,5,3,,2
60,5,1,,2
27,5,1,,2
3,5,1,,2
15,5,1,,1
19,5,3,,2
40,5,3,,2
,5,1,,1
2,4,3,,2
8,5,1,,2
15,5,1,,2
33,5,1,,2
44,4,1,,2
15,5,1,,1
75,5,3,,2
25,5,1,,2
12,5,1,,2
35,5,1,,2
50,5,1,,2
20,5,1,,2
45,5,1,,2
37,5,3,,2
65,5,3,,2
65,4,1,,2
68,5,1,,2
20,4,1,,1
25,5,1,,2
80,5,1,,2
40,2,2,,2
17,4,3,,2
0,5,1,,2
10,3,1,,2
10,5,1,,1
50,5,3,,2
20,5,3,,2
63,1,2,,1
15,5,1,,2
10,5,1,,1
57,5,1,,2
42,5,1,,1
5,5,1,,2
40,5,1,,1
38,5,1,,2
12,5,1,,1
65,5,1,,2
24,5,1,,1
25,5,1,,2
12,5,3,,1
51,5,4,Neutral/middle ,2
36,5,1,,2
15,5,1,,1
25,3,3,,1
15,5,1,,1
31,4,3,,1
20,5,2,,2
77,4,2,,1
2,5,1,,2
10,5,1,,2
50,5,1,,2
37,5,1,,2
76,3,3,,1
16,4,1,,1
62,4,1,,2
30,4,1,,2
17,5,1,,1
53,5,1,,2
13,5,3,,2
25,5,1,,2
,,,,
43,,,,
50,,,,
,,,,
100,1,2,,1
50,4,3,,1
0,1,4,The Green Party ,1
15,5,1,,2
16,4,3,,1
100,1,1,,3
60,5,1,,1
40,4,3,,2
49,2,2,,2
78,2,3,,2
46,3,3,,2
25,3,3,,2
25,3,3,,2
34,4,1,,2
30,4,3,,2
27,4,3,,2
50,1,2,,1
11,2,3,,2
25,3,3,,1
24,5,3,,1
25,2,3,,1
15,5,1,,2
35,3,3,,2
27,2,3,,1
15,3,3,,2
9,2,3,,2
10,4,3,,1
47,4,1,,1
59,3,2,,2
2,3,3,,1
54,3,3,,2
30,4,3,,2
35,5,1,,2
12,3,3,,2
9,3,3,,2
24,2,3,,1
38,3,3,,2
24,4,3,,2
72,3,2,,2
50,5,1,,1
25,3,3,,2
51,5,3,,1
9,5,1,,2
25,2,3,,1
5,4,3,,2
16,3,3,,2
,2,3,,3
26,3,3,,2
53,5,2,,2
50,5,1,,1
29,1,2,,1
36,3,3,,1
23,2,3,,2
50,3,3,,1
50,3,2,,2
45,3,3,,1
62,3,2,,2
26,3,3,,2
50,3,1,,2
40,3,2,,2
21,3,3,,2
58,3,2,,2
10,2,3,,2
21,2,2,,2
25,4,2,,1
15,3,3,,3
100,3,2,,3
50,1,3,,2
7,,,,
76,2,1,,2
41,2,1,,1
16,5,1,,3
59,,,,
15,3,2,,2
60,3,,,1
43,5,2,,2
0,3,3,,3
42,3,3,,2
33,3,2,,2
6,1,,,1
,,,,
25,3,2,,2
49,2,2,,2
90,2,2,,2
42,3,2,,2
,1,3,,2
36,2,2,,1
100,4,1,,2
0,3,3,,1
81,2,1,,1
13,1,1,,1
25,1,2,,2
13,1,2,,1
52,3,2,,1
10,3,2,,3
22,5,2,,1
45,3,2,,2
30,2,2,,
30,3,2,,2
16,3,3,,1
25,4,2,,1
1,3,3,,2
,3,1,,2
54,3,3,,1
22,4,3,,1
60,3,1,,1
1,5,1,,2
24,1,2,,1
3,3,1,,1
10,1,3,,2
20,2,3,,1
5,5,3,,2
20,5,1,,1
25,2,2,,1
59,3,3,,2
30,2,2,,1
70,3,2,,2
40,2,1,,2
5,5,3,,2
52,1,3,,2
25,4,3,,2
11,2,3,,2
60,3,3,,3
51,2,3,,2
20,3,3,,2
32,2,3,,2
25,5,3,,2
41,3,3,,2
0,3,3,,2
15,4,3,,1
50,4,3,,2
36,2,2,,1
50,3,2,,2
50,5,3,,1
9,3,2,,2
7,2,2,,2
,,,,
16,3,,,
,,,,
,,,,
,,,,
0,,,,
,,,,
,,,,
,,,,
23,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
49,4,3,,
60,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0,5,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
35,4,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
57,5,1,,2
,,,,
,,,,
,,,,
,,,,
100,,,,
41,3,,,
,,,,
,,,,
,,,,
0,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
39,,,,
,,,,
50,1,,,
,,,,
59,,,,
,,,,
,,,,
25,2,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
50,4,,,
21,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
100,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
50,1,1,,1
63,5,,,
,,,,
0,,,,
,,,,
,,,,
53,1,,,
65,4,1,,2
14,4,3,,2
5,3,3,,1
28,5,1,,2
3,5,1,,1
69,1,4,No nothing ,3
35,5,1,,2
17,5,3,,1
,,,,
16,,,,
21,,,,
36,5,4,,
4,5,4,,3
,,,,
5,5,2,,1
16,5,3,,1
66,5,3,,2
15,1,3,,1
59,5,3,,3
31,5,3,,3
40,5,4,Socialist Party/far left leaning,2
45,5,1,,1
65,5,3,,2
18,5,3,,2
40,5,1,,
61,5,1,,2
60,5,3,,1
75,5,1,,2
51,5,1,,2
20,5,3,,2
50,5,1,,1
10,5,3,,1
36,2,1,,2
39,2,2,,2
15,4,1,,2
15,5,3,,1
6,5,1,,2
6,5,1,,2
0,5,1,,1
25,5,1,,2
30,5,1,,2
8,5,3,,2
15,5,4,independent,1
49,4,3,,1
34,5,1,,2
20,5,1,,2
20,5,1,,1
74,5,1,,2
15,5,3,,2
26,2,3,,2
68,5,1,,2
15,5,1,,2
,,,,
,,,,
,,,,
5,5,1,,1
,,,,
,,,,
,,,,
,,,,
27,3,1,,2
50,5,1,,2
40,5,1,,2
64,5,1,,2
34,5,1,,1
62,4,1,,2
35,5,3,,2
59,5,1,,2
65,5,1,,1
38,5,1,,2
16,5,1,,2
78,5,1,,1
25,5,3,,2
61,3,2,,2
44,5,1,,2
50,4,1,,1
20,5,1,,2
64,4,3,,2
20,3,2,,2
40,4,4,Independent ,2
36,3,2,,2
14,5,1,,2
64,5,1,,2
,,,,
,,,,
,,,,
,,,,
8,4,1,,1
11,5,1,,1
19,4,3,,1
15,3,3,,1
36,5,1,,1
28,5,2,,1
60,5,3,,1
14,4,2,,1
15,4,1,,1
33,5,1,,1
40,4,2,,1
,,,,
11,4,1,,2
26,4,2,,2
50,5,1,,2
45,4,1,,2
74,3,3,,2
50,4,1,,2
5,5,1,,2
12,5,3,,2
16,5,1,,2
20,1,3,,2
36,4,1,,2
16,2,2,,1
5,5,3,,1
40,4,4,Independent,2
30,3,2,,2
80,5,3,,2
25,3,3,,2
50,2,2,,1
25,3,2,,1
79,3,3,,1
60,2,2,,2
15,4,3,,1
66,5,1,,2
40,1,2,,2
25,2,2,,2
24,3,3,,2
50,2,2,,2
51,5,3,,2
51,3,,,2
5,5,2,,2
10,4,2,,2
42,2,2,,2
25,1,2,,2
25,2,2,,1
30,3,2,,2
38,2,2,,2
20,3,2,,2
73,2,2,,2
50,1,4,Libertarian,1
47,1,3,,2
26,5,1,,2
20,4,3,,1
65,2,3,,2
20,3,2,,1
,,,,
,,,,
,,,,
,,,,
25,1,2,,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
62,4,2,,2
44,5,1,,2
18,5,,,2
15,5,3,,2
24,5,3,,2
70,5,1,,2
15,3,3,,1
78,2,1,,2
42,5,3,,2
15,5,1,,2
77,3,3,,2
5,2,2,,2
27,5,1,,2
72,5,1,,1
20,5,1,,1
27,5,3,,1
40,4,1,,2
47,5,2,,2
2,5,1,,1
41,5,1,,2
75,3,1,,1
100,1,2,,3
24,5,1,,2
30,4,2,,2
,,,,
,,,,
,,,,
15,3,3,,2
46,5,1,,2
25,5,1,,2
35,5,1,,2
20,5,3,,2
35,4,1,,2
29,5,3,,2
25,5,1,,2
16,5,3,,2
25,5,1,,2
37,5,1,,2
76,5,1,,2
65,3,3,,2
23,5,1,,2
56,4,1,,2
15,1,2,,1
66,5,1,,2
76,3,3,,2
25,5,1,,2
57,3,3,,2
2,5,1,,2
42,3,3,,1
5,5,1,,1
40,1,3,,2
71,4,1,,2
75,5,2,,1
32,4,3,,1
100,1,4,Ted Cruz ,3
3,2,3,,3
25,5,1,,2
59,4,3,,1
4,5,4,cuties hmu 209-416-9898,1
10,5,4,Libertarian,2
33,5,1,,2
17,5,3,,2
11,1,3,,1
25,1,2,,1
7,5,1,,1
45,4,3,,1
9,5,1,,2
31,2,2,,2
59,5,4,Liberal,3
17,5,1,,2
21,4,2,,1
25,5,1,,2
30,3,3,,1
47,3,4,Independent ,2
80,5,3,,2
37,3,2,,2
14,1,2,,1
20,4,4,Green,1
5,5,1,,2
25,5,3,,2
73,4,1,,2
77,1,2,,2
13,4,1,,2
10,1,2,,2
9,3,3,,2
26,5,1,,2
5,4,3,,1
51,4,3,,1
35,2,2,,1
83,4,1,,2
40,2,2,,2
45,3,2,,1
70,5,1,,2
13,4,1,,2
75,5,1,,2
25,5,1,,2
,,,,
,,,,
26,3,1,,2
,,,,
,,,,
100,5,2,,1
75,3,2,,1
,,,,
,,,,
,,,,
,,,,
29,5,3,,1
28,3,3,,3
2,3,2,,1
50,5,1,,1
0,4,3,,1
23,2,2,,1
1,5,4,Libertarian ,1
15,5,1,,1
7,5,4,Moderate Extremist,5
69,5,4,Flat Earth Party ,1
5,5,3,,1
10,4,3,,1
6,4,3,,1
25,4,3,,1
15,3,2,,1
31,2,4,Libertarian ,1
5,5,1,,1
,,,,
39,3,4,Green Party,1
9,5,4,Vegan ,1
5,5,1,,1
28,4,3,,1
35,4,1,,1
2,2,1,,1
50,3,3,,2
24,5,3,,2
15,3,3,,1
55,5,2,,1
50,4,4,libertarian,2
11,5,1,,1
63,5,1,,2
37,4,2,,1
17,4,1,,1
67,1,2,,2
37,5,1,,2
29,5,2,,1
2,5,1,,1
81,2,2,,2
12,3,2,,2
35,1,2,,2
5,5,1,,2
24,5,1,,2
17,1,3,,1
,,,,
,,,,
25,5,1,,2
,,,,
19,5,1,,2
35,5,3,,2
31,5,1,,2
20,5,1,,2
20,5,1,,2
5,5,3,,1
12,5,3,,1
9,5,1,,2
25,3,3,,2
52,5,1,,2
5,5,1,,2
47,5,1,,2
6,5,3,,2
37,5,1,,2
17,5,1,,1
65,5,1,,1
15,4,4,Libertarian,1
11,5,1,,3
10,5,1,,1
43,4,2,,1
5,5,1,,1
1,5,2,,3
1,1,1,,3
2,5,4,typewriter,3
40,2,3,,2
7,5,1,,2
43,5,1,,2
50,5,1,,3
8,5,1,,1
5,4,1,,1
33,4,3,,1
20,5,1,,2
48,5,1,,2
13,5,1,,1
40,3,3,,2
25,4,1,,2
20,5,1,,1
54,4,2,,1
2,5,1,,1
60,5,1,,1
13,5,1,,2
10,4,1,,2
43,5,1,,2
20,5,1,,2
5,5,1,,1
10,5,1,,1
25,5,1,,1
55,5,1,,2
1,5,1,,2
16,5,1,,2
5,5,1,,1
25,5,1,,1
21,5,1,,2
33,5,1,,2
20,5,1,,1
15,5,1,,1
,,,,
,,,,
,,,,
,,,,
,,,,
42,5,1,,
31,5,1,,
75,5,1,,
48,4,3,,
5,4,3,,
20,5,1,,
35,5,1,,
36,5,1,,2
40,5,1,,1
20,5,1,,
24,5,1,,1
70,5,1,,2
60,5,1,,1
60,5,1,,1
35,5,3,,2
30,5,2,,1
76,5,1,,1
65,5,3,,2
60,5,1,,1
90,5,1,,1
40,3,3,,3
21,3,3,,1
39,5,1,,1
17,5,1,,1
8,5,3,,1
44,5,1,,2
87,5,1,,1
39,5,1,,2
35,5,1,,2
25,5,3,,1
63,5,1,,2
15,5,1,,2
43,5,1,,2
35,5,1,,2
5,5,1,,1
50,5,1,,2
13,5,1,,2
35,5,1,,2
41,5,1,,2
40,5,3,,2
60,3,3,,2
19,5,1,,2
10,5,1,,2
3,5,3,,1
20,5,1,,2
25,4,3,,1
7,4,1,,2
35,1,2,,1
20,5,1,,2
5,2,2,,1
40,5,3,,1
49,2,2,,2
40,5,1,,2
31,1,2,,1
18,5,1,,2
35,5,1,,2
1,5,1,,1
3,5,1,,2
,,,,
14,4,2,,1
,,,,
,,,,
39,3,4,,
25,3,2,,2
25,2,3,,1
85,3,3,,1
60,4,2,,2
100,5,2,,1
10,3,3,,1
70,1,3,,1
39,3,2,,1
9,2,3,,1
16,4,3,,2
,,,,
38,4,3,,1
66,3,3,,1
43,4,3,,2
65,4,2,,2
25,2,2,,1
100,,4,,
10,3,3,,1
13,3,2,,1
21,3,3,,1
0,4,3,,2
77,4,1,,1
,3,3,,3
19,5,1,,2
30,5,3,,1
23,5,1,,1
38,5,1,,1
40,5,4,democratic socialism !!!,1
14,5,1,,1
15,5,1,,3
25,5,1,,1
25,5,1,,1
12,5,1,,1
25,2,2,,1
10,5,1,,2
20,5,1,,1
20,5,1,,1
57,5,1,,1
39,5,1,,2
9,5,3,,1
15,5,1,,1
22,5,4,Left of the Democrats,2
35,4,1,,1
20,5,1,,1
15,4,1,,1
8,5,1,,1
42,5,3,,1
8,5,1,,1
15,5,1,,1
38,5,1,,1
25,5,1,,2
24,1,1,,1
19,5,1,,1
40,5,1,,1
32,5,1,,1
26,5,3,,1
11,5,1,,1
10,5,1,,1
44,5,1,,1
25,5,1,,1
37,5,1,,2
6,5,1,,1
10,5,3,,2
10,5,3,,1
36,4,3,,2
37,5,1,,1
15,2,2,,1
60,5,4,Independent,1
44,5,1,,1
8,5,1,,1
10,5,1,,2
7,5,1,,1
3,5,1,,2
8,5,1,,1
35,5,1,,1
75,5,3,,2
29,5,1,,1
7,5,1,,1
35,5,1,,1
60,2,3,,2
5,5,1,,2
15,5,1,,1
60,5,1,,1
6,4,1,,2
20,5,3,,1
26,2,2,,2
2,5,1,,1
26,2,2,,1
16,5,4,Woke Vote,1
5,5,1,,1
11,4,4,Green,2
5,5,3,,2
10,5,1,,1
26,4,3,,2
40,5,1,,1
3,5,4,Independent ,1
15,5,4,,2
12,5,1,,1
12,5,1,,1
7,2,2,,1
20,3,3,,1
1,5,1,,1
25,5,1,,1
40,5,1,,1
38,3,2,,1
20,5,1,,2
25,5,3,,1
15,5,1,,2
2,5,1,,2
6,4,1,,2
6,5,1,,1
10,5,1,,1
15,5,1,,1
36,5,1,,1
24,5,,,
20,5,1,,1
9,5,1,,1
51,5,1,,1
30,5,1,,1
,,,,
,,,,
,,,,
100,,,,
,,,,
100,5,,,
,,,,
,,,,
,,,,
10,,,,
0,,,,
2,5,1,,1
,,,,
,,,,
,,,,
,,,,
,,,,
23,5,4,I wish there was a compassion party,1